idx,smiles,P-gp,group,img_path
1509.0,CC1=NN(c2ccc(C)c(C)c2)C(=O)C1=NNc1cccc(-c2cccc(C(=O)O)c2)c1O,0.0,train,../data/images/P-gp/1509.png
1510.0,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1c2cc(OC)c(OC)cc2CCN1C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,0.0,train,../data/images/P-gp/1510.png
1511.0,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.0,train,../data/images/P-gp/1511.png
1512.0,C=CCC1NCCC2=C1C(S(=O)(=O)c1ccc(C)cc1)c1ccccc12,0.0,train,../data/images/P-gp/1512.png
1513.0,CC(C)(C(=O)O)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1.0,train,../data/images/P-gp/1513.png
1514.0,C=C1[C@H](OC(C)=O)CC(=O)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@@](C)(OC(C)=O)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,1.0,train,../data/images/P-gp/1514.png
1515.0,CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,0.0,train,../data/images/P-gp/1515.png
1516.0,Cc1c(Cl)cccc1NC(=O)CC1Sc2ccccc2NC1=O,0.0,train,../data/images/P-gp/1516.png
1517.0,CCN(CC)CCC(=O)c1ccc(Oc2ccc(Cl)cc2)cc1,0.0,train,../data/images/P-gp/1517.png
1518.0,CC1=CC(=O)c2c(O)cccc2C1=O,0.0,train,../data/images/P-gp/1518.png
1519.0,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.0,train,../data/images/P-gp/1519.png
1520.0,CC(C)=CCCC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,0.0,train,../data/images/P-gp/1520.png
1521.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.0,train,../data/images/P-gp/1521.png
1522.0,O=C(N/N=C\c1ccc2ccccc2c1)Nc1ccc([N+](=O)[O-])cc1,0.0,train,../data/images/P-gp/1522.png
1523.0,C[C@@]1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,1.0,train,../data/images/P-gp/1523.png
1524.0,CCCNC1=C2CC(C)CC(OC)[C@@H](O)[C@H](C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,1.0,train,../data/images/P-gp/1524.png
1525.0,O=C(O/C=C\OC1CCCC1(c1ccccc1)c1ccccc1)c1ccccc1,0.0,train,../data/images/P-gp/1525.png
1526.0,C=C1[C@H](OCC(C)C)C[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(OC(C)=O)C[C@H](C)[C@H](OC(C)=O)[C@@H]2[C@H]1OC(C)=O,1.0,train,../data/images/P-gp/1526.png
1527.0,C=C1[C@@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](OC(=O)c2cccnc2)C(C)(C)/C=C/[C@@H](C)C(=O)[C@@]2(O)C[C@H](C)[C@H](OC(=O)CC)[C@@H]2[C@H]1OC(C)=O,1.0,train,../data/images/P-gp/1527.png
1528.0,CC(C)[N+]([O-])(CCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(C)C,1.0,train,../data/images/P-gp/1528.png
1529.0,CCOC(=O)C1=CN(Cc2ccc(OC)cc2)c2ccccc2C1c1ccc(OC)c(OC)c1,1.0,train,../data/images/P-gp/1529.png
1530.0,COc1ccc(-c2cc(-c3ccccc3)[n+](-c3ccc(C)cc3)c(-c3ccccc3)c2)cc1,1.0,train,../data/images/P-gp/1530.png
1531.0,CC(=O)O[C@H]1C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@@](C)(O)[C@@H](CCC(C)(C)OC(C)=O)OC(C)=O)CC[C@@]4(O)C3=CC(=O)[C@]2(O)C[C@H]1OC(C)=O,0.0,train,../data/images/P-gp/1531.png
1532.0,CN(C)c1ccc(/C=c2/c3ccccc3n3c2c2cc(F)ccc2[n+]3C)cc1,1.0,train,../data/images/P-gp/1532.png
1533.0,CC[N+](C)(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc([N+](=O)[O-])cc3)C(=O)/C(=C/c3ccc([N+](=O)[O-])cc3)C2)cc1,0.0,train,../data/images/P-gp/1533.png
1534.0,CC=C(C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,1.0,train,../data/images/P-gp/1534.png
1535.0,CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,0.0,train,../data/images/P-gp/1535.png
1536.0,COc1ccc2nccc(NCCCN3CCN(CCCNc4ccnc5ccc(OC)cc45)CC3)c2c1,1.0,train,../data/images/P-gp/1536.png
1537.0,CN(C)CC[C@H](c1ccc(Br)cc1)c1ccccn1,1.0,train,../data/images/P-gp/1537.png
1538.0,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,0.0,train,../data/images/P-gp/1538.png
1539.0,Cc1cc(Cl)ccc1-c1nc(C(=O)NN2CCCCC2)c([S@](C)=O)n1-c1ccc(Cl)cc1,1.0,train,../data/images/P-gp/1539.png
1540.0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](C)[C@H](C)[C@@](O)(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,1.0,train,../data/images/P-gp/1540.png
1541.0,CNc1nc(Nc2cnn3c2COCC3)ncc1C(F)(F)F,0.0,train,../data/images/P-gp/1541.png
1542.0,COc1cc(NCCCCNC(=N)NC(=N)NC(C)C)c2ncccc2c1,1.0,train,../data/images/P-gp/1542.png
1543.0,NC1=Nc2cc(Cl)ccc2Sc2nc3ccccc3n21,1.0,train,../data/images/P-gp/1543.png
1544.0,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.0,train,../data/images/P-gp/1544.png
1545.0,COc1ccc2c[n+](C)c3c4cc(OC)c(OC)cc4ccc3c2c1,1.0,train,../data/images/P-gp/1545.png
1546.0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,0.0,train,../data/images/P-gp/1546.png
1547.0,c1ccc(Nc2ccc(Oc3nccnc3N3CCOCC3)cc2)nc1,1.0,train,../data/images/P-gp/1547.png
1548.0,O=c1[nH]c2cc([N+](=O)[O-])c(Nc3c4ccccc4nc4ccccc34)c([N+](=O)[O-])c2[nH]1,0.0,train,../data/images/P-gp/1548.png
1549.0,O=C(O)[C@H]1C[C@H](Oc2ccc3ccc(=O)oc3c2)[C@H](O)[C@@H](O)[C@H]1O,0.0,train,../data/images/P-gp/1549.png
1550.0,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,1.0,train,../data/images/P-gp/1550.png
1551.0,O=C(Oc1ccccc1)N1C2C3C4N(C(=O)Oc5ccccc5)C5C(C1[C@]5(CO)[C@H]3c1ccccc1)[C@@H](c1ccccc1)[C@@]24CO,1.0,train,../data/images/P-gp/1551.png
1552.0,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.0,train,../data/images/P-gp/1552.png
1553.0,COC1=C(C)C(=O)C2=C(C1=O)C1C3CC4=C(C(=O)C(OC)=C(C)C4=O)C(CNC(=O)C(C)O)N3C(C#N)C(C2)N1C,1.0,train,../data/images/P-gp/1553.png
1554.0,CCOC(=O)C(NC(=O)N(C1=NCC(C)S1)C1CCCCC1)(OC)C(F)(F)F,0.0,train,../data/images/P-gp/1554.png
1555.0,COc1c(O)cc(C(=O)O[C@@H]2Cc3c(O)cc(O)cc3O[C@@H]2c2cc(O)c(OC)c(O)c2)cc1O,0.0,train,../data/images/P-gp/1555.png
1556.0,Cc1ccc(N(CC(=O)O)CC(=O)O)c(OCCOc2cc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)ccc2N(CC(=O)O)CC(=O)O)c1,0.0,train,../data/images/P-gp/1556.png
1557.0,CC1(O)CC2(O)C=CC3=C(C(=O)c4cccc(O)c4C3=O)C2(O)C(=O)C1O,0.0,train,../data/images/P-gp/1557.png
1558.0,S=P(N1CC1)(N1CC1)N1CC1,0.0,train,../data/images/P-gp/1558.png
1559.0,Cc1cc(I)cc(CN(C)CCCN2CCCCCCC2)c1O,0.0,train,../data/images/P-gp/1559.png
1560.0,C=C(NC(=O)C(=C)NC(=O)c1csc(C2=N[C@@H]3c4csc(n4)[C@@H]4NC(=O)c5csc(n5)[C@H]([C@](C)(O)[C@H](C)O)NC(=O)[C@@H]5CSC(=N5)C(=CC)NC(=O)[C@H]([C@H](C)O)NC(=O)c5csc(n5)[C@@]3(CC2)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)CC)N[C@H]2C=Cc3c([C@H](C)O)cc(nc3[C@H]2O)C(=O)O[C@@H]4C)n1)C(N)=O,1.0,train,../data/images/P-gp/1560.png
1561.0,COc1cc2c(cc1OC)CN(CCCC1CCCc3c(OC)cccc31)CC2,1.0,train,../data/images/P-gp/1561.png
1562.0,CCCC(=O)Nc1cc(/C=C/C(=O)N2C[C@@H]3C[C@]34C2=CC(=O)c2[nH]cc(C)c24)n(C)c1,1.0,train,../data/images/P-gp/1562.png
1563.0,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0.0,train,../data/images/P-gp/1563.png
1564.0,O=NN(CCCl)C(=O)NCCCl,0.0,train,../data/images/P-gp/1564.png
1565.0,Oc1ccc2ccccc2c1OCc1nnc(CCCCCCCCc2nnc(COc3c(O)ccc4ccccc34)n2Nc2ccccc2)n1Nc1ccccc1,0.0,train,../data/images/P-gp/1565.png
1566.0,CCOC(=O)CCC(NC(=O)c1ccc(Nc2nc3ccccc3nc2-c2cccs2)cc1)C(=O)OCC,0.0,train,../data/images/P-gp/1566.png
1567.0,OC(c1cc(-c2ccc(Cl)cc2)nc2ccccc12)C1CCCCN1,0.0,train,../data/images/P-gp/1567.png
1568.0,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,1.0,train,../data/images/P-gp/1568.png
1569.0,CC1=C(C(=O)Nc2ccc(Cl)c(C(=O)OC(C)C)c2)SCCO1,0.0,train,../data/images/P-gp/1569.png
1570.0,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,1.0,train,../data/images/P-gp/1570.png
1571.0,O=C(c1cc2c(c3ccccc13)NC1(CCCCC1)N=C2C(F)(F)F)C(F)(F)F,0.0,train,../data/images/P-gp/1571.png
1572.0,CCCCCCCCCCCCC(=O)OC(c1cnco1)c1nc(C(O)CC(O)C(O)C(C)O)co1,1.0,train,../data/images/P-gp/1572.png
1573.0,CC(CCN(C)C)=NO,0.0,train,../data/images/P-gp/1573.png
1574.0,COc1cc2c(cc1Cc1c(F)cccc1F)nc(-c1c(F)cccc1F)n2Cc1c(F)cccc1F,0.0,train,../data/images/P-gp/1574.png
1575.0,Cc1c(C(=O)NN2CCCCC2)nc(-c2ccc(Cl)cc2Cl)n1-c1ccc(Cl)cc1,0.0,train,../data/images/P-gp/1575.png
1576.0,C=C1[C@@H](O)[C@@H]2OC3(CC[C@H](C=C[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)CC[C@H]2O[C@@H]1[C@@H](O)C[C@H](C)[C@H]1O[C@@]2(CCCCO2)CC[C@H]1C,1.0,train,../data/images/P-gp/1576.png
1577.0,O=C1c2cccc3cccc(c23)C(=O)N1CCCNCCCCNCCCN1C(=O)c2cccc3cccc(c23)C1=O,1.0,train,../data/images/P-gp/1577.png
1578.0,CCCCN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,1.0,train,../data/images/P-gp/1578.png
1579.0,CC(=O)O[C@@H]1[C@H]2[C@@H]3[C@@H](O)C(=O)[C@H]4C[C@@H]5O[C@@H]5[C@H](OC(C)=O)[C@]4(C)[C@H]3C[C@H](OC(C)=O)[C@]2(C)[C@@H]2[C@@H]1[C@]1(C)C(=C[C@H]2C)OC(=O)[C@@]1(C)O,0.0,train,../data/images/P-gp/1579.png
1580.0,O=C1c2cccc(NCC/N=C/c3ccccc3O)c2C(=O)c2c(NCC/N=C/c3ccccc3O)cccc21,1.0,train,../data/images/P-gp/1580.png
1581.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0.0,train,../data/images/P-gp/1581.png
1582.0,CC[C@]1(O)C[C@H]2C[N@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1.0,train,../data/images/P-gp/1582.png
1583.0,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCNc1ccc([N+](=O)[O-])c2nonc12,1.0,train,../data/images/P-gp/1583.png
1584.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,0.0,train,../data/images/P-gp/1584.png
1585.0,Cc1c(C(=O)/C=C/c2ccc(Cl)cc2)[n+]([O-])c2ccccc2[n+]1[O-],1.0,train,../data/images/P-gp/1585.png
1586.0,O=C(c1ccco1)c1c(C(F)(F)F)[n+]([O-])c2cc(C(F)(F)F)ccc2[n+]1[O-],0.0,train,../data/images/P-gp/1586.png
1587.0,Cc1ccccc1N1C(N)=C(C#N)C(C#N)(C#N)C1c1ccccc1,0.0,train,../data/images/P-gp/1587.png
1588.0,COc1cc2[nH]c3c(c2cc1OC)CCN[C@@]31CC[C@@]2(C[C@@H]1OC)C[C@H]1c3c(cc(OC)c(O)c32)CCN1C,0.0,train,../data/images/P-gp/1588.png
1589.0,CCOC(=O)c1ccc(OCc2nc3ccccc3n(C)c2=O)cc1,1.0,train,../data/images/P-gp/1589.png
1590.0,CC(=O)O[C@H]1CC[C@](C)(O)[C@]23OC(C)(C)[C@H]([C@H](OC(=O)/C=C/c4ccccc4)[C@H](OC(=O)c4ccccc4)[C@]12C)[C@H]3OS(C)(=O)=O,0.0,train,../data/images/P-gp/1590.png
1591.0,CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(C)cc3)C(=O)/C(=C/c3ccc(C)cc3)C2)cc1,1.0,train,../data/images/P-gp/1591.png
1592.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1ccccc1c2CCNC(C)C,1.0,train,../data/images/P-gp/1592.png
1593.0,COC(=O)CN1C(=O)N(CCCCN2CCN(c3ccccc3F)CC2)C2(C1=O)c1ccccc1-c1ccccc12,1.0,train,../data/images/P-gp/1593.png
1594.0,COc1ccccc1N1CCN(CC(O)CN2C(=O)N(CC(=O)O)C(=O)C2(c2ccccc2)c2ccccc2)CC1,0.0,train,../data/images/P-gp/1594.png
1595.0,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/1595.png
1596.0,CC(C)N(C(=O)C(c1cccnc1)C(CNC(=O)NCc1ccccc1F)c1ccccc1)C(C)C,1.0,train,../data/images/P-gp/1596.png
1597.0,CO/N=C1\CC(C)N2C(=O)C(C(C)C)NC(=O)C(NC(=O)c3c4nc5c(C(=O)NC6C(=O)NC(C(C)C)C(=O)N7C(C)CC(O)C7C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC6C)ccc(C)c5oc-4c(C)c(=O)c3N)C(CO)OC(=O)C(C)N(C)C(=O)CN(C)C(=O)C12,1.0,train,../data/images/P-gp/1597.png
1598.0,Cc1cc2/c(=C\c3ccc(N(C)C)cc3)c3ccccc3n2[n+]1C,1.0,train,../data/images/P-gp/1598.png
1599.0,CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1NC(C)=O,1.0,train,../data/images/P-gp/1599.png
1600.0,CC(=O)Oc1cc2c(cc1OC(C)=O)OCC(c1ccc(C)cc1)C2,0.0,train,../data/images/P-gp/1600.png
1601.0,NCCNc1ccc2ncnc3c2c1C(=O)c1ccccc1-3,0.0,train,../data/images/P-gp/1601.png
1602.0,COc1cc2c3c(n(C)c(=O)c2cc1OC)-c1cc2c(cc1/C3=C\CNCCCN)OCO2,1.0,train,../data/images/P-gp/1602.png
1603.0,C/C1=C\[C@@H]2[C@H](CC[C@]3(CO3)[C@H](OC(=O)N3CCOCC3)[C@H]3[C@@H](OC(=O)N4CCOCC4)[C@@H](C)C[C@]3(O)C1=O)C2(C)C,0.0,train,../data/images/P-gp/1603.png
1604.0,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)OC(C)C)n2)cc1,1.0,train,../data/images/P-gp/1604.png
1605.0,O=c1c(-c2ccc(O)cc2)coc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc12,0.0,train,../data/images/P-gp/1605.png
1606.0,CC(=O)c1c(-c2ccco2)c(C#N)c(=S)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1C,0.0,train,../data/images/P-gp/1606.png
1607.0,c1ccc(C2C(=P(c3ccccc3)(c3ccccc3)c3ccccc3)P=PC2[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,1.0,train,../data/images/P-gp/1607.png
1608.0,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=S)Nc1ccc3c(c1)C(=O)OC31c3ccc(O)cc3Oc3cc(O)ccc31)CC2,1.0,train,../data/images/P-gp/1608.png
1609.0,Cc1nc2c(Br)cc(Br)cc2c(=O)n1-c1ccccc1NC1OCC(O)C(O)C1O,1.0,train,../data/images/P-gp/1609.png
1610.0,N#Cc1ccc(Oc2nc3ccc(C(F)(F)F)cc3nc2-c2ccccc2)cc1,0.0,train,../data/images/P-gp/1610.png
1611.0,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)c1nnc(-c2ccccc2)o1,1.0,train,../data/images/P-gp/1611.png
1612.0,CC1CC[P+](c2ccccc2)(c2ccccc2)c2c1ccc1ccccc21,1.0,train,../data/images/P-gp/1612.png
1613.0,CCCCCCC[C@H]1OC(=O)C[C@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@H]1C,1.0,train,../data/images/P-gp/1613.png
1614.0,CC(C)(C1CCN(C(=O)c2ccc(S(C)(=O)=O)cc2OC(F)(F)F)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1,1.0,train,../data/images/P-gp/1614.png
1615.0,CC(C)(O)CC[C@@H](O)[C@@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@]4(O)C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/1615.png
1616.0,NC1=Nc2cc(C(F)(F)F)ccc2Sc2nc3ccccc3n21,1.0,train,../data/images/P-gp/1616.png
1617.0,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,0.0,train,../data/images/P-gp/1617.png
1618.0,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@H]1C=CO[C@@H]1O2,0.0,train,../data/images/P-gp/1618.png
1619.0,COc1ccc(C(NCCNC(c2ccc(OC)c(OC)c2)c2cc3c(cc2O)OCO3)c2cc3c(cc2O)OCO3)cc1OC,0.0,train,../data/images/P-gp/1619.png
1620.0,COc1cc(Cc2nccc3cc(OC)c(OC)cc23)c(C(C)=O)cc1OC,1.0,train,../data/images/P-gp/1620.png
1621.0,CNCCn1c(=O)c2cc(OC)c(OC)cc2c2cnc3cc4c(cc3c21)OCC4,1.0,train,../data/images/P-gp/1621.png
1622.0,C[C@]12CC[C@H](O)CC1=CC[C@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1.0,train,../data/images/P-gp/1622.png
1623.0,CCC[C@@H]1CO[C@@](Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.0,train,../data/images/P-gp/1623.png
1624.0,COC(=O)C1=C(C(=O)OC)N(c2ccc(OC)cc2[N+](=O)[O-])C(c2ccc(C)cc2)=CC1c1ccc(OC)cc1OC,0.0,train,../data/images/P-gp/1624.png
1625.0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,0.0,train,../data/images/P-gp/1625.png
1626.0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0,train,../data/images/P-gp/1626.png
1627.0,O=C1/C(=C/c2ccccc2)CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)C/C1=C\c1ccccc1,1.0,train,../data/images/P-gp/1627.png
1628.0,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,1.0,train,../data/images/P-gp/1628.png
1629.0,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.0,train,../data/images/P-gp/1629.png
1630.0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,0.0,train,../data/images/P-gp/1630.png
1631.0,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1.0,train,../data/images/P-gp/1631.png
1632.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,1.0,train,../data/images/P-gp/1632.png
1633.0,CN(C)c1ccc(/C=C/c2cc(-c3ccccc3)[n+](C)n2-c2ccccc2)cc1,1.0,train,../data/images/P-gp/1633.png
1634.0,CCc1c2c(nc3ccc(O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)cc13)-c1cc([C@@](O)(CC)C(=O)O)c(CO)c(=O)n1C2,0.0,train,../data/images/P-gp/1634.png
1635.0,CCN(CC)CCOc1ccc(C(=O)N2C/C(=C\c3ccc(Cl)cc3)C(=O)/C(=C/c3ccc(Cl)cc3)C2)cc1,1.0,train,../data/images/P-gp/1635.png
1636.0,O=C(NCCCNCCCCNCCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1cc(-c2ccccc2)nc2ccccc12,1.0,train,../data/images/P-gp/1636.png
1637.0,C[C@@H]1C(=O)O[C@H](C)[C@H]1C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,0.0,train,../data/images/P-gp/1637.png
1638.0,O=C(O)CN(CC(=O)O)Cc1cc2c(cc1O)Oc1cc(O)c(CN(CC(=O)O)CC(=O)O)cc1C21OC(=O)c2ccccc21,0.0,train,../data/images/P-gp/1638.png
1639.0,Cc1cc(NCCCCCCCCCC[n+]2c(C)cc(N)c3ccccc32)c2ccccc2n1,1.0,train,../data/images/P-gp/1639.png
1640.0,CCCCCCCCCC=CCCCC[C@@H](O)[C@@H](N)CO,1.0,train,../data/images/P-gp/1640.png
1641.0,Oc1cccc2cc(Br)cnc12,0.0,train,../data/images/P-gp/1641.png
1642.0,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,0.0,train,../data/images/P-gp/1642.png
1643.0,CC(C)[C@@H](Nc1ccc(C(F)(F)F)cc1Cl)C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,0.0,train,../data/images/P-gp/1643.png
1644.0,CCOc1cc(C(=O)O[C@@H]2Cc3c(OC)cc(OC)cc3O[C@@H]2c2cc(OC)c(OC)c(OC)c2)cc(OCC)c1OCC,0.0,train,../data/images/P-gp/1644.png
1645.0,C[C@H](CCc1ccc2c(c1)c(N)c1ccc(N)cc1[n+]2[O-])CC(C)(C)C,1.0,train,../data/images/P-gp/1645.png
1646.0,CC(=O)Nc1ccc2c3c(cc(O)c2c1)N(C(=O)CCCC(=O)N1CC(CCl)c2c1cc(O)c1cc(NC(C)=O)ccc21)CC3CCl,1.0,train,../data/images/P-gp/1646.png
1647.0,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@H]2CC[C@@H]1N2C,1.0,train,../data/images/P-gp/1647.png
1648.0,CC(=O)c1c(C(F)(F)F)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],0.0,train,../data/images/P-gp/1648.png
1649.0,COC(=O)c1ccccc1-c1c2ccc(N)cc2[o+]c2cc(N)ccc12,1.0,train,../data/images/P-gp/1649.png
1650.0,Fc1cccc(Cl)c1Cn1c(-c2c(F)cccc2Cl)nc2ccccc21,0.0,train,../data/images/P-gp/1650.png
1651.0,CCN(CC)CCC(=O)N1CC(=Cc2ccccc2)C(=O)C(=Cc2ccccc2)C1,0.0,train,../data/images/P-gp/1651.png
1652.0,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1,0.0,train,../data/images/P-gp/1652.png
1653.0,COc1cc(/C=C/C=C2\CCC/C(=C\C=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,0.0,train,../data/images/P-gp/1653.png
1654.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.0,train,../data/images/P-gp/1654.png
1655.0,CN1CSC(=S)N(c2c3ccccc3nc3ccc(Br)cc23)C1,0.0,train,../data/images/P-gp/1655.png
1656.0,CC(C)=CCCC(C)=CCCC(C)=CCSC[C@@H](N)C(=O)O,0.0,train,../data/images/P-gp/1656.png
1657.0,CN(CCc1ccccn1)c1nc(-c2cccc(Br)c2)nc2c1CN(C(=O)Nc1ccccc1)CC2,1.0,train,../data/images/P-gp/1657.png
1658.0,Cc1cc2c(c3c1c1ccccc1n3C)C(=O)C=CC2=O,0.0,train,../data/images/P-gp/1658.png
